"tissue_type","sample_id","expression"
"Esophagus - Gastroesophageal Junction","GTEX-YB5E-1026-SM-5IFI2.1",161367.389242174
"Esophagus - Mucosa","GTEX-ZYT6-1126-SM-5GZYR.1",1074869.12834206
"Esophagus - Muscularis","GTEX-WOFM-0526-SM-4OOS2.1",143566.501540011
"Esophagus - Muscularis","GTEX-YB5K-0726-SM-5LU8R.1",131269.835693122
"Esophagus - Gastroesophageal Junction","GTEX-ZTTD-1226-SM-51MS2.1",458021.525020787
"Esophagus - Gastroesophageal Junction","GTEX-ZU9S-1626-SM-5E452.1",731686.751220883
"Esophagus - Mucosa","GTEX-Y5V6-1026-SM-4VBS2.1",2041984.33053438
"Esophagus - Mucosa","GTEX-13QBU-1026-SM-5LU3R.1",814214.945719004
"Esophagus - Mucosa","GTEX-13FTX-0526-SM-5IFGS.1",865041.16455281
"Esophagus - Gastroesophageal Junction","GTEX-11OF3-2326-SM-5GU73.1",240487.650634156
"Esophagus - Mucosa","GTEX-13U4I-1126-SM-5LU3S.1",796097.858037921
"Esophagus - Mucosa","GTEX-12KS4-0926-SM-5BC5S.1",540256.941760648
"Esophagus - Muscularis","GTEX-11ZTT-0926-SM-5EQMS.1",233109.651126023
"Esophagus - Gastroesophageal Junction","GTEX-11XUK-0926-SM-5EQL3.1",138542.435208282
"Esophagus - Muscularis","GTEX-ZDYS-0926-SM-4WWCS.1",290798.580613428
"Esophagus - Mucosa","GTEX-Z9EW-0526-SM-5HL8S.1",891637.096113083
"Esophagus - Mucosa","GTEX-145MO-1426-SM-5Q5BS.1",908173.183899565
"Esophagus - Mucosa","GTEX-11ONC-1526-SM-5GU6S.1",870908.430828326
"Esophagus - Mucosa","GTEX-QLQW-0526-SM-4R1KS.1",819637.189801964
"Esophagus - Gastroesophageal Junction","GTEX-ZAK1-1826-SM-5HL93.1",173804.588413027
"Esophagus - Mucosa","GTEX-ZGAY-1126-SM-4WWBS.1",1101664.14877795
"Esophagus - Muscularis","GTEX-ZLWG-1226-SM-4WWFS.1",223295.740669173
"Esophagus - Muscularis","GTEX-ZZ64-0326-SM-5E45S.1",171509.210788275
"Esophagus - Muscularis","GTEX-YECK-1726-SM-5IFI3.1",495485.366967642
"Esophagus - Mucosa","GTEX-YEC3-2526-101809-SM-5CVLT.1",1035332.41986673
"Esophagus - Mucosa","GTEX-ZF3C-1626-SM-4WWB4.1",1598929.6045158
"Esophagus - Mucosa","GTEX-WHPG-1126-SM-4M1XT.1",700570.331073089
"Esophagus - Mucosa","GTEX-ZVE2-1326-SM-5NQ94.1",1268161.00434482
"Esophagus - Mucosa","GTEX-13OVI-2626-SM-5KM4T.1",1344763.37701577
"Esophagus - Mucosa","GTEX-XMD2-1326-SM-4YCET.1",1470903.7463842
"Esophagus - Muscularis","GTEX-ZT9W-1226-SM-57WE4.1",161273.700359531
"Esophagus - Gastroesophageal Junction","GTEX-13RTK-0426-SM-5RQHT.1",124149.480612257
"Esophagus - Gastroesophageal Junction","GTEX-11P81-1026-SM-5GU54.1",78569.8392064551
"Esophagus - Muscularis","GTEX-YEC3-1926-SM-5IFIT.1",348651.465645458
"Esophagus - Gastroesophageal Junction","GTEX-13FTW-1926-SM-5K7Y4.1",130239.257984049
"Esophagus - Muscularis","GTEX-13OW8-2226-SM-5K7Z4.1",316738.689995198
"Esophagus - Mucosa","GTEX-ZLV1-0526-SM-4WWD4.1",1621965.35853564
"Esophagus - Muscularis","GTEX-13OVL-1926-SM-5KM14.1",630432.4913045
"Esophagus - Gastroesophageal Junction","GTEX-13OW7-1926-SM-5LUB4.1",289475.225146096
"Esophagus - Muscularis","GTEX-ZP4G-0926-SM-4WWF4.1",124442.258370516
"Esophagus - Mucosa","GTEX-13O1R-1326-SM-5IJF5.1",1586714.91644123
"Esophagus - Muscularis","GTEX-Z9EW-0626-SM-5HL95.1",188092.143016079
"Esophagus - Muscularis","GTEX-Y5LM-1126-SM-4VDT5.1",168487.744323039
"Esophagus - Mucosa","GTEX-12C56-1226-SM-5FQSU.1",1030999.30904449
"Esophagus - Muscularis","GTEX-13OW6-1426-SM-5L3EU.1",297555.891274052
"Esophagus - Gastroesophageal Junction","GTEX-YB5K-0626-SM-5LUB5.1",123915.258405649
"Esophagus - Muscularis","GTEX-ZAB4-1226-SM-5CVN5.1",348674.887866119
"Esophagus - Muscularis","GTEX-13PVQ-1826-SM-5L3GU.1",51786.529880898
"Esophagus - Gastroesophageal Junction","GTEX-13U4I-1326-SM-5KM25.1",114804.014568621
"Esophagus - Mucosa","GTEX-13SLX-1726-SM-5Q5E5.1",557038.962864069
"Esophagus - Gastroesophageal Junction","GTEX-11ZTS-2726-SM-5EQLU.1",220543.629741536
"Esophagus - Muscularis","GTEX-131XG-0926-SM-5LZW5.1",361030.109264659
"Esophagus - Mucosa","GTEX-12WSA-1426-SM-5EGJU.1",1401831.61765567
"Esophagus - Mucosa","GTEX-ZPU1-1426-SM-4WWFU.1",919896.005340266
"Esophagus - Gastroesophageal Junction","GTEX-145MF-1526-SM-5LU95.1",380341.73019944
"Esophagus - Mucosa","GTEX-ZZPT-1426-SM-5N9C5.1",1601810.53765708
"Esophagus - Mucosa","GTEX-13G51-0926-SM-5IFFU.1",986602.489782056
"Esophagus - Muscularis","GTEX-P78B-1126-SM-3P615.1",225965.873824497
"Esophagus - Mucosa","GTEX-145MF-1426-SM-5O9B6.1",507430.69950462
"Esophagus - Mucosa","GTEX-ZAK1-1526-SM-5S2OV.1",452845.214254764
"Esophagus - Muscularis","GTEX-13O61-1026-SM-5L3F6.1",189216.409607795
"Esophagus - Mucosa","GTEX-11TUW-1326-SM-5EQKV.1",1316855.8010985
"Esophagus - Mucosa","GTEX-145ME-0526-SM-5QGQV.1",501059.855484899
"Esophagus - Gastroesophageal Junction","GTEX-Y5LM-1226-SM-4VDT6.1",101078.593261427
"Esophagus - Muscularis","GTEX-12696-1426-SM-5EGJ6.1",150827.389944841
"Esophagus - Gastroesophageal Junction","GTEX-Y114-1126-SM-4TT7V.1",71812.5285458314
"Esophagus - Gastroesophageal Junction","GTEX-WZTO-1726-SM-4PQYV.1",245851.339165466
"Esophagus - Gastroesophageal Junction","GTEX-ZYW4-1626-SM-5GIE6.1",147770.790148614
"Esophagus - Muscularis","GTEX-145LV-1426-SM-5Q5BV.1",266802.515546499
"Esophagus - Muscularis","GTEX-13OVI-2526-SM-5KM4V.1",93864.549297919
"Esophagus - Gastroesophageal Junction","GTEX-Y9LG-0926-SM-4VDS6.1",441145.815034723
"Esophagus - Gastroesophageal Junction","GTEX-ZYFC-2226-SM-5NQ96.1",290318.425089882
"Esophagus - Muscularis","GTEX-13X6J-1626-SM-5Q5CV.1",225286.629425336
"Esophagus - Gastroesophageal Junction","GTEX-12WSJ-0826-SM-5PNWV.1",515511.365632575
"Esophagus - Muscularis","GTEX-Y8E4-1826-SM-4VBPV.1",328742.578083828
"Esophagus - Mucosa","GTEX-14ICL-0526-SM-5RQJ6.1",779069.903617561
"Esophagus - Mucosa","GTEX-ZAB5-0926-SM-5CVMV.1",560997.318155735
"Esophagus - Gastroesophageal Junction","GTEX-12696-1526-SM-5EGL6.1",191464.942791226
"Esophagus - Mucosa","GTEX-146FR-0426-SM-5SI97.1",749874.105563949
"Esophagus - Muscularis","GTEX-13O1R-1526-SM-5J1O7.1",231938.540092986
"Esophagus - Mucosa","GTEX-131YS-1426-SM-5IJF7.1",1446275.28135943
"Esophagus - Gastroesophageal Junction","GTEX-ZYFG-1226-SM-5GIC7.1",211889.119207392
"Esophagus - Gastroesophageal Junction","GTEX-YJ8O-0326-SM-5RQJW.1",342491.421611683
"Esophagus - Muscularis","GTEX-139TU-1326-SM-5LZXW.1",185105.809881835
"Esophagus - Mucosa","GTEX-YEC4-1026-SM-5P9FW.1",1291149.91392334
"Esophagus - Gastroesophageal Junction","GTEX-13OVH-1826-SM-5K7YW.1",329620.911358606
"Esophagus - Mucosa","GTEX-11I78-1526-SM-5A5K7.1",1536813.87532352
"Esophagus - Gastroesophageal Junction","GTEX-Y8LW-0526-SM-4VDS7.1",277693.848153743
"Esophagus - Muscularis","GTEX-ZEX8-1326-SM-4WWEW.1",491117.122814414
"Esophagus - Mucosa","GTEX-ZV68-0926-SM-59HK7.1",1694457.13148063
"Esophagus - Gastroesophageal Junction","GTEX-113JC-1026-SM-5H117.1",207415.47506119
"Esophagus - Gastroesophageal Junction","GTEX-145LS-2026-SM-5Q5D7.1",418121.772125215
"Esophagus - Muscularis","GTEX-YEC4-1126-SM-5CVLW.1",269402.382039841
"Esophagus - Gastroesophageal Junction","GTEX-ZY6K-0826-SM-5A5L7.1",101277.682137043
"Esophagus - Gastroesophageal Junction","GTEX-YJ8A-1426-SM-5PNV7.1",216550.141118879
"Esophagus - Muscularis","GTEX-12WSL-1326-SM-5LZVW.1",148297.790113481
"Esophagus - Mucosa","GTEX-11EMC-2226-SM-5A5JW.1",804775.790792725
"Esophagus - Mucosa","GTEX-147F3-0826-SM-5NQA7.1",1022719.55404092
"Esophagus - Muscularis","GTEX-PLZ5-0826-SM-3P5ZW.1",755401.749639883
"Esophagus - Mucosa","GTEX-YEC4-1026-101814-SM-5P9FX.1",1061284.24035883
"Esophagus - Mucosa","GTEX-148VJ-1026-SM-5LU98.1",1933492.60443383
"Esophagus - Mucosa","GTEX-12WSK-1126-SM-5LZV8.1",1210226.14154048
"Esophagus - Muscularis","GTEX-13O3P-1326-SM-5K7Y8.1",286828.514211432
"Esophagus - Mucosa","GTEX-12WSL-1526-SM-5GCP8.1",669266.533160008
"Esophagus - Mucosa","GTEX-11ZU8-1526-SM-5EGHX.1",792069.236084272
"Esophagus - Mucosa","GTEX-ZZ64-0226-SM-5E44X.1",1361451.70923655
"Esophagus - Muscularis","GTEX-Y8LW-0626-SM-4VDS8.1",217147.407745728
"Esophagus - Muscularis","GTEX-X3Y1-1226-SM-4PQZ8.1",67467.706613264
"Esophagus - Mucosa","GTEX-11VI4-0526-SM-5EQ48.1",800231.879984541
"Esophagus - Mucosa","GTEX-WVLH-1426-SM-4MVNX.1",1416774.99443722
"Esophagus - Muscularis","GTEX-11NUK-1426-SM-5HL68.1",242279.450514703
"Esophagus - Mucosa","GTEX-ZF2S-1226-SM-4WWAX.1",1260103.76043753
"Esophagus - Mucosa","GTEX-131XG-1026-SM-5GCMX.1",914754.827905233
"Esophagus - Mucosa","GTEX-13O3P-1226-SM-5J2O8.1",837707.433041726
"Esophagus - Gastroesophageal Junction","GTEX-1399U-1426-SM-5J1N8.1",239257.984049467
"Esophagus - Muscularis","GTEX-139D8-1426-SM-5IJEX.1",853494.009767065
"Esophagus - Muscularis","GTEX-ZTTD-1426-SM-4YCEX.1",202391.408729462
"Esophagus - Mucosa","GTEX-PLZ4-1626-SM-3P618.1",2623089.62512736
"Esophagus - Mucosa","GTEX-13QJ3-1726-SM-5RQK9.1",564381.829041211
"Esophagus - Muscularis","GTEX-13YAN-2026-SM-5Q5EY.1",441438.592792982
"Esophagus - Muscularis","GTEX-11EQ9-0826-SM-5986Y.1",141446.790570214
"Esophagus - Mucosa","GTEX-WHWD-0926-SM-4OORY.1",355830.376277975
"Esophagus - Gastroesophageal Junction","GTEX-14E7W-1926-SM-5S2R9.1",138214.524119032
"Esophagus - Mucosa","GTEX-ZYFG-1126-SM-5GICY.1",772429.704060241
"Esophagus - Muscularis","GTEX-11DXY-1526-SM-5H129.1",253252.76089426
"Esophagus - Muscularis","GTEX-11ZUS-0926-SM-5FQSY.1",383796.5077469
"Esophagus - Muscularis","GTEX-ZY6K-0526-SM-5GZY9.1",105411.704083664
"Esophagus - Gastroesophageal Junction","GTEX-ZAB5-1226-SM-5P9FY.1",1189228.12071812
"Esophagus - Muscularis","GTEX-11I78-1426-SM-5PNVY.1",98490.4378784153
"Esophagus - Mucosa","GTEX-14H4A-1626-SM-5SI69.1",1036702.61977538
"Esophagus - Mucosa","GTEX-13OW8-2326-SM-5L3I9.1",1207895.63058473
"Esophagus - Mucosa","GTEX-PLZ5-0926-SM-4RGM9.1",1101699.28210894
"Esophagus - Gastroesophageal Junction","GTEX-13QIC-2026-SM-5N9G9.1",406024.195153942
"Esophagus - Gastroesophageal Junction","GTEX-ZV6S-0726-SM-57WFY.1",200798.697724531
"Esophagus - Mucosa","GTEX-12BJ1-1626-SM-5HL8Y.1",1409982.55044561
"Esophagus - Muscularis","GTEX-ZDTT-1226-SM-4WKG9.1",83465.08332455
"Esophagus - Mucosa","GTEX-139T6-0626-SM-5IFF9.1",742414.128283502
"Esophagus - Muscularis","GTEX-P4QS-0726-SM-3NMCZ.1",285961.892046985
"Esophagus - Mucosa","GTEX-12WSG-5007-SM-7DUGZ.1",870756.186394031
"Esophagus - Muscularis","GTEX-14PJ2-2726-SM-5ZZVZ.1",296794.669102578
"Esophagus - Mucosa","GTEX-14PJ3-0626-SM-7KFRZ.1",892281.207181252
"Esophagus - Gastroesophageal Junction","GTEX-15RIF-1026-SM-7KUMZ.1",136340.746466172
"Esophagus - Mucosa","GTEX-15RJE-0926-SM-6LLHZ.1",2150054.45666304
"Esophagus - Muscularis","GTEX-17EUY-1326-SM-7DHKZ.1",250851.983276534
"Esophagus - Muscularis","GTEX-17JCI-1326-SM-7IGLZ.1",266193.53780932
"Esophagus - Gastroesophageal Junction","GTEX-18A67-2526-SM-7LG5Z.1",350794.598835915
"Esophagus - Mucosa","GTEX-1B97I-0926-SM-731DZ.1",1048097.53012683
"Esophagus - Muscularis","GTEX-1B996-1626-SM-7DHLZ.1",76016.8171544344
"Esophagus - Mucosa","GTEX-1BAJH-2026-SM-7P8OZ.1",1584501.51658879
"Esophagus - Mucosa","GTEX-1CB4I-1026-SM-7MKFZ.1",773272.904004028
"Esophagus - Mucosa","GTEX-1GF9U-0826-SM-7MXTZ.1",1503448.92199229
"Esophagus - Muscularis","GTEX-1GL5R-1426-SM-7MXUZ.1",221468.807457635
"Esophagus - Muscularis","GTEX-1GZ2Q-2126-SM-9KNTZ.1",710677.019288198
"Esophagus - Muscularis","GTEX-1H2FU-1626-SM-9KNVZ.1",462811.369145909
"Esophagus - Mucosa","GTEX-1HCU6-1326-SM-A96TZ.1",1281265.73680451
"Esophagus - Mucosa","GTEX-1HFI7-1226-SM-A8N7Z.1",1474604.45724859
"Esophagus - Mucosa","GTEX-1I1GP-1026-SM-C1YRZ.1",943540.737097284
"Esophagus - Mucosa","GTEX-1I1GQ-1726-SM-B2LWZ.1",1298129.73568024
"Esophagus - Muscularis","GTEX-1J1R8-0426-SM-A96SZ.1",279450.514703299
"Esophagus - Mucosa","GTEX-1J8QM-1926-SM-AHZ3Z.1",651863.823209078
"Esophagus - Mucosa","GTEX-1MGNQ-1626-SM-EAZ4Z.1",1853236.3653398
"Esophagus - Mucosa","GTEX-1N2DW-1426-SM-EV7AZ.1",784620.969914157
"Esophagus - Gastroesophageal Junction","GTEX-1PFEY-1026-SM-DTXEZ.1",250032.205553408
"Esophagus - Mucosa","GTEX-1PIGE-0926-SM-E9U5Z.1",695698.509175655
"Esophagus - Mucosa","GTEX-1QP29-2126-SM-E6CPZ.1",884060.007729332
"Esophagus - Muscularis","GTEX-1RB15-0826-SM-E9U4Z.1",232922.273360737
"Esophagus - Gastroesophageal Junction","GTEX-139YR-1826-SM-5LZXA.1",292086.802749769
"Esophagus - Muscularis","GTEX-ZTX8-0326-SM-59HLA.1",138928.901849184
"Esophagus - Mucosa","GTEX-XUJ4-1026-SM-4BOPB.1",790125.191769432
"Esophagus - Mucosa","GTEX-X3Y1-1326-SM-4PQZB.1",901474.428790593
"Esophagus - Mucosa","GTEX-QEL4-1426-SM-447AC.1",1042136.57496867
"Esophagus - Mucosa","GTEX-X5EB-1526-SM-4E3JC.1",820058.789773858
"Esophagus - Muscularis","GTEX-13FTW-1526-SM-5LZXC.1",186054.409818595
"Esophagus - Mucosa","GTEX-ZPCL-1426-SM-57WEC.1",1178805.2325241
"Esophagus - Mucosa","GTEX-1399U-1026-SM-5J1OC.1",759313.260490227
"Esophagus - Muscularis","GTEX-X8HC-1526-SM-46MWD.1",206724.519551699
"Esophagus - Gastroesophageal Junction","GTEX-11DXX-1226-SM-5GICD.1",162597.055826863
"Esophagus - Mucosa","GTEX-13N11-1226-SM-5KM4D.1",146658.234667229
"Esophagus - Mucosa","GTEX-XUZC-0426-SM-4BOPE.1",1147583.41238333
"Esophagus - Mucosa","GTEX-V1D1-1026-SM-4JBHE.1",1249481.78336788
"Esophagus - Gastroesophageal Junction","GTEX-WEY5-1126-SM-4LMIE.1",118317.347667732
"Esophagus - Muscularis","GTEX-UPK5-1326-SM-4IHLE.1",532761.831149211
"Esophagus - Muscularis","GTEX-11DXX-1026-SM-5H11E.1",102437.08205975
"Esophagus - Gastroesophageal Junction","GTEX-1192W-0826-SM-5EGHE.1",336389.93312956
"Esophagus - Gastroesophageal Junction","GTEX-13CF3-1726-SM-5LU9E.1",158837.789410814
"Esophagus - Mucosa","GTEX-RWS6-0826-SM-47JXF.1",960463.291524669
"Esophagus - Mucosa","GTEX-13O3Q-0826-SM-5IFGF.1",1021583.57633887
"Esophagus - Muscularis","GTEX-Q734-0826-SM-48U1G.1",413929.194626943
"Esophagus - Gastroesophageal Junction","GTEX-XYKS-1026-SM-4BRVH.1",172129.899635784
"Esophagus - Mucosa","GTEX-XGQ4-1526-SM-4AT6H.1",422958.460691658
"Esophagus - Muscularis","GTEX-117YW-2026-SM-5N9BH.1",425394.371640375
"Esophagus - Muscularis","GTEX-146FH-1626-SM-5NQ9H.1",553010.340910422
"Esophagus - Mucosa","GTEX-WFON-0826-SM-4LVMI.1",1028270.62033751
"Esophagus - Muscularis","GTEX-Q2AH-1026-SM-48TZI.1",95597.7936268137
"Esophagus - Mucosa","GTEX-111YS-0926-SM-5EGGI.1",647120.823525279
"Esophagus - Gastroesophageal Junction","GTEX-11EQ9-0926-SM-5HL6I.1",93653.7493119722
"Esophagus - Muscularis","GTEX-ZA64-0526-SM-5HL9I.1",216151.963367647
"Esophagus - Gastroesophageal Junction","GTEX-XQ3S-1026-SM-4BOPJ.1",309559.779362681
"Esophagus - Mucosa","GTEX-WH7G-0926-SM-4LVMJ.1",666772.06665964
"Esophagus - Mucosa","GTEX-XQ3S-1126-SM-4BOPK.1",2433650.70442329
"Esophagus - Gastroesophageal Junction","GTEX-XBEW-1526-SM-4AT4K.1",206841.630655002
"Esophagus - Muscularis","GTEX-139T6-0726-SM-5PNVK.1",74330.417266861
"Esophagus - Muscularis","GTEX-13PL7-0326-SM-5IJEK.1",251332.138800079
"Esophagus - Muscularis","GTEX-117YX-1826-SM-5H12K.1",285563.714295752
"Esophagus - Muscularis","GTEX-111CU-0626-SM-5EGHL.1",318635.889868718
"Esophagus - Mucosa","GTEX-11DXZ-1226-SM-5H11L.1",737085.573083183
"Esophagus - Mucosa","GTEX-11EI6-1526-SM-5P9GL.1",1801239.03547295
"Esophagus - Mucosa","GTEX-RU1J-0326-SM-46MUM.1",1279380.24804132
"Esophagus - Mucosa","GTEX-UJHI-0826-SM-4IHLM.1",794294.347047043
"Esophagus - Mucosa","GTEX-S7SF-0926-SM-4AD4M.1",1093782.57152561
"Esophagus - Muscularis","GTEX-146FQ-1126-SM-5NQBM.1",239972.36177962
"Esophagus - Muscularis","GTEX-13D11-1826-SM-5J2NM.1",472531.590720116
"Esophagus - Gastroesophageal Junction","GTEX-132AR-2526-SM-5PNVM.1",297321.669067444
"Esophagus - Gastroesophageal Junction","GTEX-12WSK-1326-SM-5CVNM.1",241248.872805631
"Esophagus - Muscularis","GTEX-PWOO-1026-SM-48TCN.1",162362.833620255
"Esophagus - Muscularis","GTEX-UJMC-1026-SM-4IHKN.1",758645.727201395
"Esophagus - Mucosa","GTEX-13JVG-2026-SM-5KM1N.1",845893.499162656
"Esophagus - Mucosa","GTEX-REY6-1326-SM-48FDO.1",1184180.63216573
"Esophagus - Gastroesophageal Junction","GTEX-ZGAY-1526-SM-4WWEO.1",185269.76542646
"Esophagus - Mucosa","GTEX-11TT1-0526-SM-5P9JO.1",851140.076590661
"Esophagus - Gastroesophageal Junction","GTEX-1122O-1826-SM-5EGIP.1",123236.014006488
"Esophagus - Mucosa","GTEX-11XUK-0826-SM-5GU6P.1",1250524.07218728
"Esophagus - Mucosa","GTEX-13OVG-0626-SM-5IFEP.1",960638.958179625
"Esophagus - Mucosa","GTEX-QCQG-0626-SM-48U21.1",1536919.27531649
"Esophagus - Mucosa","GTEX-OXRP-0926-SM-48TC1.1",2931958.44898055
"Esophagus - Muscularis","GTEX-T8EM-0626-SM-4DM62.1",165466.277857804
"Esophagus - Mucosa","GTEX-T6MO-0526-SM-4DM6R.1",872911.030694821
"Esophagus - Mucosa","GTEX-T2YK-1326-SM-4DM6S.1",1247479.18350139
"Esophagus - Muscularis","GTEX-N7MT-0226-SM-48TC3.1",490227.078429306
"Esophagus - Mucosa","GTEX-PWCY-0726-SM-48TCS.1",762557.23805174
"Esophagus - Muscularis","GTEX-RU72-0826-SM-46MUS.1",366932.508871166
"Esophagus - Muscularis","GTEX-VJYA-0626-SM-4KL1S.1",150276.967759313
"Esophagus - Mucosa","GTEX-R53T-1126-SM-48FD4.1",1140392.79064048
"Esophagus - Muscularis","GTEX-V1D1-1126-SM-4JBHT.1",285458.314302779
"Esophagus - Mucosa","GTEX-UPIC-1026-SM-4IHLT.1",1068556.83987399
"Esophagus - Mucosa","GTEX-WEY5-0926-SM-4LMI4.1",882572.696717375
"Esophagus - Mucosa","GTEX-T8EM-0526-SM-4DM64.1",662403.822506412
"Esophagus - Mucosa","GTEX-S341-0526-SM-4AD5U.1",983744.978861446
"Esophagus - Mucosa","GTEX-RM2N-0726-SM-48FD5.1",909180.339387977
"Esophagus - Gastroesophageal Junction","GTEX-V1D1-1226-SM-4JBI5.1",312780.334703533
"Esophagus - Mucosa","GTEX-XOTO-2126-SM-4B64U.1",1599035.00450878
"Esophagus - Muscularis","GTEX-S3XE-0826-SM-4AD4U.1",170361.521975899
"Esophagus - Muscularis","GTEX-QLQW-0626-SM-447A6.1",78968.0169576877
"Esophagus - Muscularis","GTEX-U4B1-0926-SM-4DXUV.1",148777.945637026
"Esophagus - Mucosa","GTEX-X585-1226-SM-46MW7.1",1213013.38579911
"Esophagus - Mucosa","GTEX-R3RS-1326-SM-48FE7.1",1209160.43050042
"Esophagus - Muscularis","GTEX-QDVN-1126-SM-48TZ7.1",301689.913220672
"Esophagus - Muscularis","GTEX-SIU7-1326-SM-4BRWW.1",138846.924076872
"Esophagus - Muscularis","GTEX-S32W-1026-SM-4AD5W.1",195727.786951481
"Esophagus - Muscularis","GTEX-XXEK-0426-SM-4BRVW.1",435606.459848458
"Esophagus - Mucosa","GTEX-TML8-1526-SM-4DXUX.1",607256.203960697
"Esophagus - Gastroesophageal Junction","GTEX-XPVG-1426-SM-4B668.1",250887.116607526
"Esophagus - Mucosa","GTEX-RN64-1026-SM-48FDX.1",396690.440220637
"Esophagus - Muscularis","GTEX-XUZC-0326-SM-4BOO8.1",270468.093079905
"Esophagus - Mucosa","GTEX-S32W-0926-SM-4AD5X.1",1063251.70689433
"Esophagus - Muscularis","GTEX-S4P3-0526-SM-4AD58.1",137980.301912424
"Esophagus - Muscularis","GTEX-WFJO-0726-SM-4LVM8.1",105259.459649369
"Esophagus - Muscularis","GTEX-U3ZN-1826-SM-4DXUY.1",85596.5054046774
"Esophagus - Muscularis","GTEX-SNMC-0426-SM-4DM5Y.1",157491.011722821
"Esophagus - Gastroesophageal Junction","GTEX-V955-1226-SM-4JBI9.1",296419.913572006
"Esophagus - Muscularis","GTEX-R55D-1226-SM-48FE9.1",177130.543746853
"Esophagus - Muscularis","GTEX-QDT8-1326-SM-48TYY.1",150616.589958894
"Esophagus - Gastroesophageal Junction","GTEX-11DXY-1326-SM-5987Z.1",252175.338743866
"Esophagus - Muscularis","GTEX-13FLV-1226-SM-5IJBZ.1",83020.0611319959
"Esophagus - Muscularis","GTEX-Q2AG-1226-SM-4GICA.1",293902.024850976
"Esophagus - Muscularis","GTEX-QEL4-1526-SM-447AB.1",202520.230943096
"Esophagus - Mucosa","GTEX-XBED-1026-SM-48TCB.1",978580.379205752
"Esophagus - Mucosa","GTEX-QVUS-0626-SM-447CC.1",1452669.54759981
"Esophagus - Muscularis","GTEX-XBED-0926-SM-48TCE.1",317043.178863788
"Esophagus - Muscularis","GTEX-U3ZH-1126-SM-4DXUG.1",123306.28066847
"Esophagus - Muscularis","GTEX-S7SF-1026-SM-4AD4I.1",137453.301947558
"Esophagus - Muscularis","GTEX-REY6-1426-SM-48FDK.1",352469.287613158
"Esophagus - Mucosa","GTEX-RVPV-0526-SM-47JYL.1",1294885.75811873
"Esophagus - Gastroesophageal Junction","GTEX-X585-1426-SM-4E3JO.1",976730.023773553
"Esophagus - Muscularis","GTEX-T6MO-0626-SM-4DM6P.1",103608.193092787
"Esophagus - Mucosa","GTEX-R55E-1326-SM-48FCR.1",1655564.53407348
"Esophagus - Mucosa","GTEX-Q2AI-0626-SM-48TZU.1",884891.496562789
"Esophagus - Mucosa","GTEX-WFJO-0826-SM-4LVM5.1",713300.308002202
"Esophagus - Mucosa","GTEX-RU72-0726-SM-46MUW.1",1056482.68512338
"Esophagus - Muscularis","GTEX-XUW1-1526-SM-4BOOY.1",84530.7943646137
"Esophagus - Gastroesophageal Junction","GTEX-1RAZA-1226-SM-E6CQA.1",237536.450830903
"Esophagus - Mucosa","GTEX-SJXC-1426-SM-EYYVB.1",1055838.57405521
"Esophagus - Mucosa","GTEX-QV44-1126-SM-CL55C.1",1765215.66009673
"Esophagus - Gastroesophageal Junction","GTEX-ZLWG-1426-SM-DO11C.1",261614.493670145
"Esophagus - Gastroesophageal Junction","GTEX-1RLM8-0926-SM-EWROD.1",178207.965897247
"Esophagus - Mucosa","GTEX-1S82Y-1226-SM-EV7BD.1",1856714.56510792
"Esophagus - Muscularis","GTEX-1R46S-2026-SM-DTX9E.1",575729.89495134
"Esophagus - Muscularis","GTEX-R3RS-1426-SM-EXOHE.1",355350.22075443
"Esophagus - Mucosa","GTEX-XLM4-2326-SM-4AT5E.1",1196243.07580602
"Esophagus - Mucosa","GTEX-QEG4-0726-SM-CNNRF.1",3067631.66215789
"Esophagus - Mucosa","GTEX-SNOS-0626-SM-4DM5F.1",492862.078253639
"Esophagus - Gastroesophageal Junction","GTEX-YEC3-2326-SM-DO92F.1",204991.275222804
"Esophagus - Muscularis","GTEX-1PDJ9-1726-SM-E8VMG.1",42675.2860438698
"Esophagus - Muscularis","GTEX-1RMOY-0926-SM-E9TIG.1",158896.344962466
"Esophagus - Mucosa","GTEX-OIZF-0626-SM-7MKHG.1",799868.835564299
"Esophagus - Muscularis","GTEX-Y9LG-0826-SM-5ZZVG.1",244153.228167563
"Esophagus - Gastroesophageal Junction","GTEX-ZF29-1426-SM-DO11G.1",154094.789727014
"Esophagus - Muscularis","GTEX-1RAZA-1426-SM-EV79H.1",229139.584724027
"Esophagus - Mucosa","GTEX-1RLM8-0726-SM-E6CRH.1",2348124.46568059
"Esophagus - Mucosa","GTEX-YEC3-2526-SM-CXZIH.1",2785979.45871248
"Esophagus - Mucosa","GTEX-1QEPI-1826-SM-EAZ3J.1",1504221.8552741
"Esophagus - Muscularis","GTEX-1S82Z-0626-SM-E9TIJ.1",282858.447809437
"Esophagus - Gastroesophageal Junction","GTEX-YFCO-0726-SM-5ZZVJ.1",197004.297977491
"Esophagus - Mucosa","GTEX-1R9JW-1526-SM-DPRZK.1",608720.092751993
"Esophagus - Muscularis","GTEX-1R9JW-1626-SM-E76QK.1",358020.353909754
"Esophagus - Gastroesophageal Junction","GTEX-YFC4-2126-SM-EXURK.1",256332.782911148
"Esophagus - Mucosa","GTEX-ZLFU-1126-SM-DO11K.1",1267434.91550434
